Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
53.35998,21.13583,0,-1.169604,0.3134814,0,-0.1111576,590.3527,0.8995158,9.106265E-08,Left,Flat,-0.3516591,-0.1356201,Normal
53.39998,21.14603,0,-1.173266,0.3134814,0,-0.1230459,591.1984,0.8973118,1.076195E-06,Left,Flat,-0.3593647,-0.1274872,Normal
53.43998,21.14265,0,-1.173266,0.3134814,0,-0.1350431,592.0441,0.8978809,3.013346E-06,Left,Flat,-0.3620769,-0.1190109,Normal
53.47998,21.15633,0,-1.164111,0.3134814,0,-0.1462193,592.8902,0.8978986,5.935629E-06,Left,Flat,-0.3706227,-0.1104279,Normal
53.51998,21.15099,0,-1.1458,0.3134814,0,-0.1588212,593.7362,0.8954933,9.843045E-06,Left,Flat,-0.3722032,-0.1014557,Normal
53.55998,21.15916,0,-1.111009,0.3134814,0,-0.1684492,594.5825,0.8985952,1.472731E-05,Left,Flat,-0.3800071,-0.09242249,Normal
53.59998,21.1589,0,-1.016709,0.3134814,0,-0.1801547,595.4288,0.8953794,2.057188E-05,Left,Flat,-0.3835945,-0.08299255,Normal
53.63998,21.1602,0,-0.8867025,0.3134814,0,-0.1900461,596.2754,0.8994273,2.73933E-05,Left,Flat,-0.3891652,-0.07344818,Normal
53.67998,21.17216,0,-0.7988101,0.3134814,0,-0.1995324,597.1221,0.8971385,3.519985E-05,Left,Flat,-0.3936644,-0.063591,Normal
53.71998,21.16865,0,-0.6962693,0.3134814,0,-0.2093979,597.9689,0.8977006,4.39667E-05,Left,Flat,-0.3981127,-0.05355072,Normal
53.75998,21.17786,0,-0.6614792,0.3134814,0,-0.2162314,598.8159,0.8963703,5.371041E-05,Left,Flat,-0.4049353,-0.04328918,Normal
