Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
398.9398,22.2283,0,0.07644653,0.309514,0,0.2770273,4973.536,1.777082,0.9999999,Straight,Flat,-0.01978234,0.05345917,TransSlide
398.9799,22.2281,0,0.0453186,0.309514,0,0.2684663,4974.424,1.780157,0.9999989,Straight,Flat,0,0.0493927,TransSlide
399.0199,22.22891,0,0.00869751,0.309514,0,0.2601113,4975.313,1.779623,0.999997,Straight,Flat,0,0.04533386,TransSlide
399.0598,22.22457,0,-0.04714966,0.309514,0,0.2510389,4976.202,1.778922,0.999994,Straight,Flat,0,0.0412674,TransSlide
399.0999,22.23083,0,-0.07187068,0.309514,0,0.2423322,4977.092,1.778156,0.9999901,Straight,Flat,0,0.03720093,TransSlide
399.1399,22.23275,0,-0.08835018,0.309514,0,0.2339164,4977.981,1.777737,0.9999852,Straight,Flat,0,0.03313446,TransSlide
399.1799,22.234,0,-0.09384334,0.3293507,0,0.2255762,4978.871,1.777528,0.9999794,Straight,Flat,0,0.02907562,TransSlide
399.2198,22.23969,0,-0.100252,0.3333181,0,0.2176943,4979.761,1.777543,0.9999726,Straight,Flat,0,-0.07585907,TransSharp
399.2599,22.24614,0,-0.1359576,0.3333181,0,0.2098043,4980.65,1.777688,0.9999648,Straight,Flat,0,-0.08525848,TransSharp
399.2999,22.25258,0,-0.1359576,0.3333181,0,0.2018043,4981.54,1.777821,0.999956,Straight,Flat,0,-0.09466553,TransSharp
399.3398,22.25907,0,-0.1533526,0.3333181,0,0.1939754,4982.431,1.777989,0.9999463,Straight,Flat,0,-0.1040649,TransSharp
399.3799,22.26553,0,-0.1799047,0.3412528,0,0.1861315,4983.321,1.778038,0.9999356,Straight,Flat,0,-0.113472,TransSharp
399.4199,22.27336,0,-0.2027929,0.3452201,0,0.1780896,4984.212,1.778163,0.9999238,Straight,Flat,0,-0.1228867,TransSharp
399.4599,22.2824,0,-0.2146947,0.3452201,0,0.1697878,4985.104,1.778277,0.9999112,Straight,Flat,0,-0.1322937,TransSharp
399.4998,22.2914,0,-0.2183568,0.3452201,0,0.1613224,4985.995,1.778436,0.9998975,Straight,Flat,0,-0.141716,TransSharp
399.5399,22.30039,0,-0.2192724,0.3452201,0,0.1527502,4986.887,1.778503,0.9998829,Straight,Down,-0.01978234,-0.1511383,TransSharp
399.5799,22.30933,0,-0.2256811,0.3452201,0,0.1440791,4987.779,1.778395,0.9998673,Straight,Down,0,-0.1605606,TransSharp
399.6199,22.31801,0,-0.2375829,0.3491875,0,0.135236,4988.672,1.778214,0.9998507,Straight,Down,0,-0.1699905,TransSharp
399.6599,22.32814,0,-0.239414,0.3491875,0,0.1261643,4989.565,1.777823,0.9998332,Straight,Down,0,-0.1794205,TransSharp
399.6999,22.33804,0,-0.239414,0.3491875,0,0.1168497,4990.458,1.778426,0.9998147,Straight,Down,0,-0.188858,TransSharp
399.7399,22.34742,0,-0.239414,0.3491875,0,0.1073278,4991.352,1.778937,0.9997952,Straight,Down,0,-0.1982956,TransSharp
399.7798,22.35763,0,-0.2375829,0.3491875,0,0.09741738,4992.247,1.779241,0.9997747,Straight,Down,0,-0.2077408,TransSharp
399.8199,22.3678,0,-0.2137792,0.3491875,0,0.08686224,4993.141,1.779246,0.9997533,Straight,Down,0,-0.2171936,TransSharp
399.8599,22.37793,0,-0.1597613,0.3491875,0,0.07565776,4994.036,1.779173,0.9997308,Straight,Down,0,-0.2266464,TransSharp
399.8999,22.38773,0,-0.1112384,0.3491875,0,0.06361991,4994.932,1.77903,0.9997075,Straight,Down,0,-0.2360992,TransSharp
399.9398,22.39711,0,-0.06363094,0.3491875,0,0.051245,4995.827,1.778676,0.9996831,Straight,Down,-0.01978234,-0.2455521,TransSharp
399.9799,22.40704,0,-0.04623413,0.3491875,0,0.03983518,4996.724,1.777981,0.9996578,Left,Down,-0.1136409,-0.2550125,TransSharp
400.0199,22.41929,0,-0.04623413,0.3491875,0,0.03227797,4997.62,1.779919,0.9996315,Left,Down,-0.1186941,-0.339119,TransSharp
400.0598,22.43076,0,-0.04623413,0.3491875,0,0.02408808,4998.518,1.78142,0.9996042,Left,Down,-0.1203313,-0.427536,TransSharp
400.0999,22.4396,0,-0.04623413,0.3491875,0,0.01571572,4999.415,1.781685,0.9995759,Left,Down,-0.1203313,-0.5160446,TransSharp
400.1399,22.45039,0,-0.04623413,0.3491875,0,0.007772624,5000.313,1.780354,0.9995466,Left,Down,-0.1203313,-0.6045761,TransSharp
400.1799,22.46352,0,-0.03982544,0.3491875,0,-0.001653939,5001.211,1.782568,0.9995165,Left,Down,-0.1101434,-0.6930847,TransSharp
400.2198,22.47956,0,-0.02426147,0.3491875,0,-0.009151876,5002.11,1.784748,0.9994853,Left,Down,-0.08392937,-0.77742,TransSharp
400.2599,22.49335,0,0.0050354,0.3491875,0,-0.01297852,5003.01,1.786489,0.9994531,Left,Down,-0.08392937,-0.8424301,TransSharp
400.2999,22.50824,0,0.02792358,0.3491875,0,-0.01801124,5003.91,1.787019,0.99942,Left,Down,-0.08622923,-0.9075546,TransSharp
400.3398,22.52382,0,0.04714966,0.3491875,0,-0.02390483,5004.811,1.786326,0.999386,Left,Down,-0.08392937,-0.9727707,TransSharp
400.3799,22.54035,0,0.04714966,0.3491875,0,-0.03021491,5005.712,1.784765,0.9993508,Left,Down,-0.08392937,-1.038078,TransSharp
400.4199,22.5554,0,0.04714966,0.3491875,0,-0.03623325,5006.615,1.782689,0.9993147,Left,Down,-0.08392937,-1.103424,TransSharp
400.4599,22.57118,0,0.05264282,0.3491875,0,-0.04242051,5007.518,1.781681,0.9992778,Left,Down,-0.08392937,-1.168777,TransSharp
400.4998,22.58885,0,0.07461548,0.3491875,0,-0.04949924,5008.421,1.782367,0.9992397,Left,Down,-0.08392937,-1.234138,TransSharp
400.5399,22.60186,0,0.1112366,0.3491875,0,-0.05615026,5009.325,1.78151,0.9992008,Straight,Down,-0.02797646,-1.299431,TransSharp
400.5799,22.62316,0,0.1515234,0.3491875,0,-0.05907148,5010.229,1.785236,0.9991608,Straight,Down,0,-1.326881,TransSharp
400.6199,22.64344,0,0.1789892,0.3491875,0,-0.06322822,5011.135,1.787846,0.9991199,Straight,Down,0.01978234,-1.343285,TransSharp
400.6599,22.65933,0,0.208286,0.3491875,0,-0.06764531,5012.041,1.788704,0.999078,Straight,Down,0.01978234,-1.359718,TransSharp
400.6999,22.68215,0,0.2311742,0.3491875,0,-0.07214686,5012.948,1.787828,0.9990351,Straight,Down,0.01978234,-1.376183,TransSharp
400.7399,22.70364,0,0.2595556,0.3293507,0,-0.07666701,5013.856,1.786215,0.9989914,Straight,Down,0.01978234,-1.392677,TransSharp
400.7798,22.72222,0,0.2961767,0.3293507,0,-0.08132508,5014.765,1.784352,0.9989465,Straight,Down,0,-1.409187,TransSharp
400.8199,22.7383,0,0.3208959,0.3293507,0,-0.08589482,5015.674,1.782697,0.9989008,Straight,Down,0,-1.425705,TransSharp
400.8599,22.75415,0,0.3392065,0.3253834,0,-0.09013098,5016.584,1.781362,0.998854,Straight,Down,0.01978234,-1.44223,TransSharp
400.8999,22.76896,0,0.3437841,0.3214161,0,-0.09409904,5017.495,1.780254,0.9988062,Straight,Down,0.01978234,-1.458778,TransSharp
