Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
149.2399,20.87652,0,-0.5653471,0.3452201,0,-1.107126,518.7281,0.9287068,9.106265E-08,Left,Up,-0.2486604,0.9292297,TransSlide
149.28,20.87921,0,-0.5653471,0.3452201,0,-1.09005,519.5634,0.9278696,1.076195E-06,Left,Up,-0.2486604,0.9641724,TransSlide
149.3199,20.88792,0,-0.5827421,0.3452201,0,-1.074983,520.3988,0.9286399,3.013346E-06,Left,Up,-0.2414744,0.999115,TransSlide
149.3599,20.89058,0,-0.6257719,0.3452201,0,-1.055707,521.2344,0.9290512,5.935629E-06,Left,Up,-0.2332305,1.033028,TransSlide
149.3999,20.89283,0,-0.6733811,0.3452201,0,-1.036572,522.0701,0.9283718,9.843045E-06,Left,Up,-0.23239,1.065147,TransSlide
149.4399,20.90034,0,-0.7191575,0.3452201,0,-1.01951,522.9059,0.9276105,1.472731E-05,Left,Up,-0.2255535,1.09726,TransSlide
149.4799,20.90172,0,-0.7328904,0.3452201,0,-1.000847,523.742,0.929718,2.057188E-05,Left,Up,-0.2167048,1.128548,TransSlide
149.5199,20.90385,0,-0.737468,0.3452201,0,-0.9802762,524.5781,0.9292067,2.73933E-05,Left,Up,-0.2158,1.15786,TransSlide
149.56,20.90258,0,-0.7310593,0.3452201,0,-0.9615663,525.4142,0.927248,3.519985E-05,Left,Up,-0.2148914,1.187149,TransSlide
149.5999,20.91008,0,-0.7264817,0.3452201,0,-0.9454484,526.2507,0.9301812,4.39667E-05,Left,Up,-0.2017412,1.216431,TransSlide
149.64,20.91179,0,-0.7264817,0.3452201,0,-0.9236875,527.0871,0.9295685,5.371041E-05,Left,Up,-0.2007689,1.243095,TransSlide
149.6799,20.91195,0,-0.7255661,0.3452201,0,-0.9039453,527.9236,0.9288905,6.443924E-05,Left,Up,-0.2007689,1.269608,TransSlide
149.7199,20.91894,0,-0.7209885,0.3452201,0,-0.8864525,528.7602,0.9274748,7.61201E-05,Left,Up,-0.1928145,1.296097,TransSlide
149.7599,20.91917,0,-0.7209885,0.3452201,0,-0.8690815,529.597,0.9302717,8.878608E-05,Left,Up,-0.1855749,1.321457,TransSlide
149.7999,20.91972,0,-0.7090867,0.3452201,0,-0.8481684,530.4338,0.9298728,0.0001024372,Left,Up,-0.1845175,1.34523,TransSlide
149.84,20.91884,0,-0.6852829,0.3452201,0,-0.8295725,531.2706,0.9290454,0.0001170652,Left,Up,-0.1855749,1.368988,TransSlide
149.8799,20.92309,0,-0.6550705,0.3452201,0,-0.8134018,532.1074,0.927443,0.0001326534,Left,Up,-0.1758294,1.392723,TransSlide
149.92,20.92554,0,-0.6358427,0.3452201,0,-0.7991912,532.9445,0.9308934,0.0001492268,Left,Up,-0.1701742,1.414803,TransSlide
149.9599,20.9257,0,-0.631265,0.3452201,0,-0.7796676,533.7815,0.9304243,0.0001667771,Left,Up,-0.1690205,1.435783,TransSlide
150,20.9252,0,-0.631265,0.3452201,0,-0.7624798,534.6185,0.9297364,0.0001852877,Left,Up,-0.1690205,1.456757,TransSlide
150.0399,20.9278,0,-0.631265,0.3491875,0,-0.7476733,535.4556,0.9285239,0.0002047751,Left,Up,-0.1631294,1.477722,TransSlide
150.0799,20.93184,0,-0.631265,0.3491875,0,-0.7355412,536.2928,0.9293256,0.0002252476,Left,Up,-0.1532334,1.497704,TransSlide
150.1199,20.93151,0,-0.631265,0.3491875,0,-0.7220958,537.1301,0.9309551,0.0002466804,Left,Up,-0.1545051,1.515846,TransSlide
150.1599,20.93185,0,-0.631265,0.3531548,0,-0.7065177,537.9673,0.9304276,0.0002691232,Left,Up,-0.1545051,1.533981,TransSlide
150.2,20.9324,0,-0.6193632,0.3729915,0,-0.6935934,538.8046,0.9295257,0.000292485,Left,Up,-0.1545051,1.552109,TransSlide
150.2399,20.93859,0,-0.5543607,0.4007782,0,-0.683446,539.6422,0.9285919,0.0003168649,Left,Up,-0.1440177,1.570213,TransSlide
150.28,20.95299,0,-0.505836,0.4126802,0,-0.6757935,540.4801,0.9291875,0.0003421969,Left,Up,-0.1384764,1.586555,TransSlide
150.3199,20.96739,0,-0.4472423,0.4126802,0,-0.6681488,541.3187,0.9313254,0.000368514,Left,Up,-0.1384764,1.601814,TransSlide
150.3599,20.98114,0,-0.4170299,0.4166476,0,-0.6566274,542.1578,0.9308318,0.000395808,Left,Up,-0.1384764,1.617073,TransSlide
150.3999,20.99582,0,-0.4124522,0.4166476,0,-0.6471789,542.9975,0.9300692,0.0004240622,Left,Up,-0.1384764,1.632339,TransSlide
150.4399,21.01412,0,-0.4124522,0.4166476,0,-0.6401554,543.8379,0.9294251,0.0004533016,Left,Up,-0.1297215,1.647598,TransSlide
150.4799,21.02874,0,-0.4124522,0.4166476,0,-0.6353574,544.6789,0.9285454,0.0004835178,Left,Up,-0.1219466,1.661789,TransSlide
150.5199,21.04801,0,-0.4124522,0.4166476,0,-0.6329399,545.5206,0.9302016,0.0005146944,Left,Up,-0.1219466,1.67408,TransSlide
150.56,21.06199,0,-0.4051262,0.4166476,0,-0.6288497,546.3629,0.9317037,0.0005468478,Left,Up,-0.1219466,1.686378,TransSlide
150.5999,21.0761,0,-0.3868157,0.4166476,0,-0.6219657,547.2058,0.9311756,0.0005799615,Left,Up,-0.1203313,1.698669,TransSlide
150.64,21.09097,0,-0.3566033,0.4166476,0,-0.6173559,548.0493,0.9303185,0.0006140851,Left,Up,-0.1219466,1.710976,TransSlide
150.6799,21.10806,0,-0.3291374,0.4166476,0,-0.6149846,548.8936,0.9298803,0.0006491608,Left,Up,-0.1136409,1.723274,TransSlide
150.7199,21.12264,0,-0.2815282,0.4166476,0,-0.614776,549.7383,0.9296947,0.0006852216,Left,Up,-0.1065312,1.734322,TransSlide
150.7599,21.13787,0,-0.2192724,0.4166476,0,-0.6163176,550.5836,0.9294146,0.0007222344,Left,Up,-0.1046783,1.743431,TransSlide
150.7999,21.15641,0,-0.1551837,0.4166476,0,-0.6198674,551.4297,0.9315015,0.0007602324,Left,Up,-0.1065312,1.752533,TransSlide
150.84,21.17074,0,-0.04806519,0.4166476,0,-0.6198626,552.2764,0.9325126,0.0007991824,Left,Up,-0.1046783,1.76165,TransSlide
150.8799,21.18517,0,0.03982544,0.4166476,0,-0.6174729,553.1236,0.9317947,0.0008391175,Left,Up,-0.1065312,1.770767,TransSlide
150.92,21.20103,0,0.1515234,0.4166476,0,-0.6165754,553.9714,0.9309919,0.0008800708,Left,Up,-0.1065312,1.779884,TransSlide
150.9599,21.21706,0,0.2384984,0.4166476,0,-0.6170211,554.8199,0.9306285,0.0009219431,Left,Up,-0.09691329,1.789001,TransSlide
150.9999,21.2324,0,0.2970922,0.4166476,0,-0.6187227,555.6691,0.9306841,0.0009648253,Left,Up,-0.08622923,1.79673,TransSlide
151.0399,21.24704,0,0.3318822,0.4166476,0,-0.6213307,556.5188,0.9306116,0.001008635,Left,Up,-0.08622923,1.802277,TransSlide
151.0799,21.26233,0,0.3382909,0.4166476,0,-0.6248288,557.3691,0.9305232,0.001053454,Left,Up,-0.08846933,1.807831,TransSlide
151.1199,21.2801,0,0.3428686,0.4166476,0,-0.6293484,558.2202,0.9321001,0.001099234,Left,Up,-0.08846933,1.813377,TransSlide
151.1599,21.29526,0,0.3428686,0.4166476,0,-0.6318434,559.0718,0.9334012,0.00114599,Left,Up,-0.08622923,1.818924,TransSlide
151.2,21.31006,0,0.3428686,0.4166476,0,-0.628177,559.9241,0.9327652,0.001193707,Left,Up,-0.08622923,1.824478,TransSlide
151.2399,21.32518,0,0.3337133,0.4166476,0,-0.6251012,560.7769,0.9322229,0.001242401,Left,Up,-0.08846933,1.830032,TransSlide
151.28,21.34161,0,0.3208959,0.4166476,0,-0.6226689,561.6304,0.9318739,0.001292088,Left,Up,-0.08392937,1.835579,TransSlide
151.3199,21.35662,0,0.2906835,0.4166476,0,-0.6203976,562.4846,0.9317879,0.001342719,Left,Up,-0.0656106,1.841133,TransSlide
151.3599,21.37154,0,0.2430761,0.4166476,0,-0.6182446,563.3393,0.9318953,0.001394368,Left,Up,-0.06852804,1.842606,TransSlide
151.3999,21.38633,0,0.1936376,0.4166476,0,-0.6163654,564.1946,0.9320527,0.001446936,Left,Up,-0.0656106,1.843788,TransSlide
151.4399,21.40089,0,0.1112366,0.4166476,0,-0.6146214,565.0505,0.9321851,0.001500489,Left,Up,-0.0656106,1.844971,TransSlide
151.4799,21.41581,0,0.06271362,0.4166476,0,-0.6129541,565.907,0.9320565,0.001555027,Left,Up,-0.0656106,1.846146,TransSlide
151.5199,21.43063,0,0.02700806,0.4166476,0,-0.6114741,566.764,0.9330724,0.001610526,Left,Up,-0.0656106,1.847321,TransSlide
151.56,21.44552,0,0.01419067,0.4166476,0,-0.6100251,567.6217,0.933771,0.001667001,Left,Up,-0.0656106,1.848495,TransSlide
151.5999,21.46084,0,0.01419067,0.4166476,0,-0.6047018,568.48,0.9341473,0.001724429,Left,Up,-0.06852804,1.84967,TransSlide
151.64,21.47637,0,0.01052856,0.4166476,0,-0.5910037,569.3389,0.9348288,0.001782866,Left,Up,-0.0656106,1.850838,TransSlide
151.6799,21.49235,0,0.004119873,0.4166476,0,-0.576871,570.1984,0.9352857,0.001842264,Left,Up,-0.0656106,1.852013,TransSlide
151.7199,21.50772,0,-0.005950928,0.4166476,0,-0.5625963,571.0586,0.9354584,0.001902613,Left,Up,-0.0656106,1.853188,TransSlide
151.7599,21.52368,0,-0.02243042,0.4166476,0,-0.5480601,571.9194,0.9351714,0.001963948,Straight,Up,-0.02797646,1.854362,TransSlide
151.7999,21.53954,0,-0.02792358,0.4166476,0,-0.5333062,572.7808,0.9349501,0.002026268,Straight,Up,-0.01978234,1.846275,TransSlide
151.84,21.55525,0,-0.02792358,0.4166476,0,-0.5182719,573.6428,0.9346889,0.002089532,Straight,Up,-0.01978234,1.834892,TransSlide
151.8799,21.57088,0,-0.02792358,0.4166476,0,-0.5031275,574.5055,0.9344687,0.002153756,Straight,Up,-0.01978234,1.823517,TransSlide
151.92,21.58642,0,-0.02792358,0.4166476,0,-0.4877688,575.3688,0.9343392,0.002218998,Straight,Up,-0.01978234,1.812119,TransSlide
151.9599,21.60188,0,-0.02792358,0.4166476,0,-0.472173,576.2327,0.9343506,0.002285159,Straight,Up,0,1.80072,TransSlide
151.9999,21.61731,0,-0.02792358,0.4166476,0,-0.4563631,577.0972,0.9343278,0.00235233,Straight,Up,-0.01978234,1.789314,TransSlide
152.0399,21.63268,0,-0.02792358,0.4166476,0,-0.4404415,577.9624,0.9342205,0.002420429,Straight,Up,-0.01978234,1.777893,TransSlide
152.0799,21.64799,0,-0.02792358,0.4166476,0,-0.4243042,578.8282,0.9342294,0.002489545,Straight,Up,-0.01978234,1.766472,TransSlide
