Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
82.15997,21.83946,0,0.2623022,0.4087129,0,0.5683275,501.2136,0.8909352,9.106265E-08,Straight,Up,0.02797646,0.7247238,Normal
82.19997,21.85852,0,0.2623022,0.4087129,0,0.567839,502.0877,0.8911433,1.076195E-06,Straight,Up,0.01978234,0.7276001,Normal
82.23997,21.87861,0,0.2623022,0.4087129,0,0.5680013,502.9626,0.8911517,3.013346E-06,Straight,Up,0.02797646,0.730484,Normal
82.27997,21.89853,0,0.2623022,0.4087129,0,0.5683996,503.8384,0.8910085,5.935629E-06,Straight,Up,0.02797646,0.7333755,Normal
82.31997,21.91834,0,0.2623022,0.4087129,0,0.5697219,504.7149,0.8909966,9.843045E-06,Straight,Up,0.02797646,0.7362671,Normal
82.35997,21.93806,0,0.2623022,0.4126802,0,0.5714634,505.5922,0.8908342,1.472731E-05,Straight,Up,0.02797646,0.739151,Normal
82.39997,21.9582,0,0.2549779,0.4126802,0,0.5736868,506.4704,0.8907182,2.057188E-05,Straight,Up,0.01978234,0.7420425,Normal
82.43997,21.97856,0,0.2265966,0.4126802,0,0.5763733,507.3493,0.8906484,2.73933E-05,Straight,Up,0.02797646,0.7449341,Normal
82.47997,21.99894,0,0.1423681,0.4166476,0,0.5798191,508.2291,0.8905969,3.519985E-05,Straight,Up,0.03426402,0.7478409,Normal
82.51997,22.02015,0,0.06454468,0.4166476,0,0.584075,509.1096,0.8905782,4.39667E-05,Straight,Up,0.01978234,0.7507401,Normal
82.55997,22.04125,0,-0.06454647,0.4166476,0,0.5887405,509.9911,0.8905134,5.371041E-05,Straight,Up,0.01978234,0.7536469,Normal
82.59997,22.06232,0,-0.18906,0.4166476,0,0.5939258,510.8734,0.8904002,6.443924E-05,Straight,Up,0,0.755394,Normal
82.63997,22.08334,0,-0.274204,0.4166476,0,0.5995176,511.7565,0.8904022,7.61201E-05,Straight,Up,0,0.750885,Normal
82.67997,22.10435,0,-0.3575188,0.4166476,0,0.6052853,512.6405,0.8903703,8.878608E-05,Straight,Up,0,0.7463684,Normal
82.71997,22.12531,0,-0.3932244,0.4166476,0,0.6112021,513.5253,0.8903292,0.0001024372,Straight,Up,0,0.7418594,Normal
82.75997,22.14624,0,-0.4051262,0.4166476,0,0.6172453,514.4109,0.8901838,0.0001170652,Straight,Up,0,0.7373352,Normal
82.79997,22.16713,0,-0.4051262,0.4166476,0,0.623271,515.2974,0.8900509,0.0001326534,Straight,Up,0,0.732811,Normal
82.83997,22.18793,0,-0.4005486,0.4166476,0,0.6295919,516.1848,0.8900023,0.0001492268,Straight,Up,0,0.7282791,Normal
82.87997,22.20866,0,-0.4005486,0.4166476,0,0.636005,517.0729,0.8900982,0.0001667771,Straight,Up,0,0.7237473,Normal
82.91997,22.22935,0,-0.4005486,0.4166476,0,0.642341,517.9619,0.8902869,0.0001852877,Straight,Up,0,0.7192078,Normal
82.95997,22.24993,0,-0.4005486,0.4166476,0,0.6484675,518.8516,0.8904698,0.0002047751,Straight,Up,0,0.7146683,Normal
82.99997,22.27042,0,-0.3941399,0.4166476,0,0.6544463,519.7422,0.8903807,0.0002252476,Straight,Up,0,0.7101212,Normal
83.03997,22.29079,0,-0.3859001,0.4166476,0,0.6600261,520.6337,0.8902948,0.0002467053,Straight,Up,0,0.7055664,Normal
83.07997,22.31109,0,-0.3767449,0.4166476,0,0.6650599,521.5259,0.890286,0.0002691232,Straight,Up,0,0.7010117,Normal
83.11997,22.3313,0,-0.3767449,0.3928435,0,0.6698176,522.419,0.8902895,0.000292485,Straight,Up,0,0.6964569,Normal
83.15997,22.34606,0,-0.3767449,0.3888762,0,0.6739236,523.3127,0.8903856,0.0003168649,Straight,Up,0,0.6918945,Normal
83.19997,22.35995,0,-0.3767449,0.3888762,0,0.6771187,524.207,0.890379,0.0003421969,Straight,Up,0,0.6873245,Normal
83.23997,22.37382,0,-0.3639275,0.3888762,0,0.6795305,525.1017,0.8904748,0.000368514,Straight,Up,0,0.6827545,Normal
83.27997,22.38756,0,-0.3218132,0.3888762,0,0.6812185,525.9971,0.8906092,0.000395808,Straight,Up,0,0.6781845,Normal
83.31997,22.40126,0,-0.2687109,0.3888762,0,0.681941,526.893,0.890648,0.0004240622,Straight,Up,0,0.6736069,Normal
83.35997,22.41493,0,-0.1780736,0.3888762,0,0.6819058,527.7895,0.8907037,0.0004533016,Straight,Up,0,0.6690369,Normal
83.39997,22.42852,0,-0.06546199,0.3888762,0,0.6809922,528.6865,0.8906542,0.0004835178,Straight,Up,0,0.6644592,Normal
83.43997,22.44213,0,0.03250122,0.3888762,0,0.6792337,529.584,0.8907225,0.0005146944,Straight,Up,0,0.659874,Normal
83.47997,22.45574,0,0.1597631,0.3888762,0,0.6769874,530.4821,0.8907372,0.0005468478,Straight,Up,0,0.6552811,Normal
83.51997,22.46933,0,0.2595556,0.3888762,0,0.6738623,531.3808,0.8907624,0.0005799863,Straight,Up,0,0.6507034,Normal
83.55997,22.48299,0,0.3740001,0.3888762,0,0.6700869,532.28,0.890861,0.0006140851,Straight,Up,0,0.6461029,Normal
83.59997,22.49664,0,0.4444957,0.3888762,0,0.665686,533.1797,0.8908679,0.0006491608,Straight,Up,0,0.6415176,Normal
83.63997,22.51035,0,0.4628062,0.3888762,0,0.6608714,534.08,0.8909584,0.0006852216,Straight,Up,0,0.6369171,Normal
83.67997,22.52405,0,0.4637218,0.3888762,0,0.6557833,534.9808,0.8910962,0.0007222344,Straight,Up,0,0.6323166,Normal
83.71997,22.53776,0,0.4637218,0.3849088,0,0.6500195,535.8821,0.891237,0.0007602324,Straight,Up,0,0.6277161,Normal
83.75997,22.55054,0,0.4637218,0.3849088,0,0.6440074,536.784,0.891268,0.0007991824,Straight,Up,0,0.6231079,Normal
83.79997,22.56334,0,0.4637218,0.3849088,0,0.6376899,537.6864,0.8912835,0.0008391506,Straight,Up,0,0.6185074,Normal
83.83997,22.57604,0,0.4582286,0.3849088,0,0.6313922,538.5894,0.8913427,0.0008800708,Straight,Up,0,0.6138916,Normal
83.87997,22.5887,0,0.4444957,0.3849088,0,0.6251008,539.4928,0.8915133,0.0009219431,Straight,Up,0,0.6092758,Normal
83.91997,22.60131,0,0.4097056,0.3849088,0,0.6187605,540.3967,0.8916274,0.0009648253,Straight,Up,0,0.6046677,Normal
83.95997,22.61383,0,0.3501928,0.3849088,0,0.6126895,541.3011,0.891735,0.001008635,Straight,Up,0,0.6000519,Normal
83.99997,22.62628,0,0.2796972,0.3849088,0,0.6067541,542.2061,0.8917158,0.001053454,Straight,Up,0,0.5954285,Normal
84.03997,22.63863,0,0.2201879,0.3849088,0,0.6012924,543.1115,0.8916924,0.001099234,Straight,Up,0,0.5907974,Normal
84.07997,22.65094,0,0.1460302,0.3849088,0,0.5961164,544.0173,0.8917004,0.00114599,Straight,Up,0,0.586174,Normal
84.11997,22.66321,0,0.08102417,0.4047455,0,0.5914482,544.9237,0.8917381,0.001193707,Straight,Up,0,0.581543,Normal
84.15997,22.67983,0,-0.02243042,0.4047455,0,0.5872035,545.8307,0.8917938,0.001242401,Straight,Up,0,0.5769119,Normal
84.19997,22.69634,0,-0.1185626,0.4047455,0,0.5830886,546.7384,0.8918076,0.001292088,Straight,Up,0,0.5722809,Normal
84.23997,22.71281,0,-0.1899755,0.4047455,0,0.5795421,547.6468,0.8918065,0.001342752,Straight,Up,0,0.5676498,Normal
84.27997,22.72925,0,-0.2668798,0.4047455,0,0.5763036,548.5558,0.8918706,0.001394368,Straight,Up,0,0.5630035,Normal
84.31997,22.74568,0,-0.314489,0.4047455,0,0.5734347,549.4655,0.8919902,0.001446936,Straight,Up,0,0.5583572,Normal
84.35997,22.76209,0,-0.3584343,0.4047455,0,0.570742,550.3758,0.8920336,0.001500489,Straight,Up,0,0.5537109,Normal
84.39997,22.77847,0,-0.3859001,0.4047455,0,0.5681187,551.2867,0.8919652,0.001555027,Straight,Up,0,0.5490646,Normal
84.43997,22.79486,0,-0.3932244,0.4047455,0,0.5657507,552.1984,0.8919044,0.001610526,Straight,Up,0,0.5444031,Normal
84.47997,22.81119,0,-0.3941399,0.4047455,0,0.5635734,553.1107,0.8919631,0.001667001,Straight,Up,0,0.5397415,Normal
84.51997,22.82748,0,-0.3941399,0.4047455,0,0.5615277,554.0236,0.8919553,0.001724453,Straight,Up,0,0.5350876,Normal
84.55997,22.84368,0,-0.3941399,0.4047455,0,0.5594213,554.9371,0.8919578,0.001782866,Straight,Up,0,0.5304184,Normal
84.59997,22.85985,0,-0.3941399,0.4087129,0,0.5573056,555.8514,0.8920414,0.001842264,Straight,Up,0,0.5257568,Normal
84.63997,22.87639,0,-0.3941399,0.4087129,0,0.5550209,556.7662,0.8920381,0.001902613,Straight,Up,0,0.5210876,Normal
84.67997,22.89325,0,-0.3941399,0.4087129,0,0.5524588,557.6818,0.8918777,0.001963948,Straight,Up,0,0.5164032,Normal
84.71997,22.91,0,-0.3941399,0.4087129,0,0.5496794,558.598,0.8918978,0.002026268,Straight,Up,0,0.5117264,Normal
84.75997,22.92669,0,-0.3941399,0.4087129,0,0.5466528,559.515,0.8922133,0.002089532,Straight,Up,0,0.5070496,Normal
84.79997,22.94329,0,-0.3941399,0.4087129,0,0.5428164,560.4325,0.8922623,0.002153756,Straight,Up,0,0.5023651,Normal
84.83997,22.95981,0,-0.382238,0.4087129,0,0.5384291,561.3507,0.8922174,0.002218998,Straight,Up,0,0.4976807,Normal
84.87997,22.97618,0,-0.3456169,0.4087129,0,0.5332307,562.2696,0.892211,0.002285184,Straight,Up,0,0.4929886,Normal
84.91997,22.99251,0,-0.3053337,0.4087129,0,0.5272437,563.1891,0.8922824,0.00235233,Straight,Up,0,0.4882889,Normal
84.95997,23.00872,0,-0.2311742,0.4087129,0,0.5203888,564.1093,0.8923758,0.002420462,Straight,Up,0,0.4835968,Normal
84.99997,23.02491,0,-0.1524371,0.4087129,0,0.5127832,565.0302,0.8925014,0.002489545,Straight,Up,0,0.4788895,Normal
