Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
133.58,23.01848,0,-0.8262759,0.4523537,0,0.03133923,522.467,1.006101,9.106265E-08,Left,Down,-0.05595291,-0.3812027,Normal
133.6199,23.04695,0,-0.7429612,0.4523537,0,0.05760351,523.3885,1.005773,1.076195E-06,Left,Down,-0.05934703,-0.3920822,Normal
133.66,23.07508,0,-0.5781645,0.4563211,0,0.08004153,524.3113,1.005327,3.013346E-06,Left,Down,-0.05595291,-0.4029617,Normal
133.7,23.10449,0,-0.4298472,0.4563211,0,0.09871954,525.2352,1.004705,5.935629E-06,Left,Down,-0.05233916,-0.4138412,Normal
133.74,23.13431,0,-0.2430761,0.4563211,0,0.1136786,526.1603,1.005222,9.843045E-06,Left,Down,-0.05595291,-0.4247284,Normal
133.78,23.16495,0,-0.05813599,0.4563211,0,0.1248653,527.0866,1.005594,1.472731E-05,Left,Down,-0.05595291,-0.4356232,Normal
133.8199,23.19583,0,0.07553101,0.4563211,0,0.1324914,528.0142,1.005764,2.057188E-05,Left,Down,-0.05595291,-0.4465256,Normal
133.86,23.22713,0,0.2613866,0.4563211,0,0.1388887,528.9429,1.005956,2.73933E-05,Left,Down,-0.05595291,-0.457428,Normal
133.8999,23.2606,0,0.4097056,0.4563211,0,0.1455327,529.873,1.006768,3.519985E-05,Left,Down,-0.05595291,-0.468338,Normal
133.94,23.29417,0,0.5818248,0.4285496,0,0.1496081,530.8045,1.007569,4.39667E-05,Left,Down,-0.05595291,-0.479248,Normal
133.9799,23.32211,0,0.7072556,0.4166476,0,0.1510122,531.7371,1.00798,5.371041E-05,Left,Down,-0.05595291,-0.490181,Normal
134.02,23.3484,0,0.7658494,0.4047455,0,0.1500579,532.6708,1.007928,6.443924E-05,Left,Down,-0.05595291,-0.5011139,Normal
134.06,23.37269,0,0.8125412,0.3928435,0,0.1471394,533.6055,1.007976,7.61201E-05,Straight,Down,-0.03426402,-0.5120544,Normal
134.0999,23.39445,0,0.8317709,0.3888762,0,0.1423147,534.541,1.007893,8.88192E-05,Straight,Down,0,-0.5216522,Normal
134.14,23.4146,0,0.8665609,0.3888762,0,0.1360953,535.4774,1.007819,0.0001024372,Straight,Down,0,-0.5264969,Normal
