Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
418.5399,22.09154,0,-0.3859001,0.2856947,0,1.237553,5627.256,1.826656,0.9999999,Left,Down,-0.08622923,-0.8407745,TransSharp
418.5799,22.09483,0,-0.380407,0.289662,0,1.24754,5628.14,1.827025,0.9999989,Left,Down,-0.08392937,-0.9047318,TransSharp
418.6198,22.09811,0,-0.363012,0.289662,0,1.256835,5629.024,1.826014,0.999997,Left,Down,-0.08392937,-0.96875,TransSharp
418.6599,22.10171,0,-0.3465325,0.2936446,0,1.265894,5629.908,1.824237,0.999994,Left,Down,-0.08392937,-1.032799,TransSharp
418.6999,22.10625,0,-0.3327996,0.297612,0,1.275106,5630.792,1.822172,0.9999901,Left,Down,-0.08622923,-1.09684,TransSharp
418.7398,22.11275,0,-0.3327996,0.3015793,0,1.283147,5631.676,1.823159,0.9999852,Left,Down,-0.08392937,-1.160858,TransSharp
418.7798,22.12023,0,-0.3327996,0.3055466,0,1.290332,5632.561,1.823839,0.9999794,Left,Down,-0.08392937,-1.224876,TransSharp
418.8199,22.12498,0,-0.3291374,0.309514,0,1.298018,5633.446,1.821553,0.9999726,Straight,Down,-0.03956468,-1.288849,TransSharp
418.8599,22.13822,0,-0.3208977,0.3134814,0,1.307251,5634.331,1.824909,0.9999648,Straight,Down,0.01978234,-1.323891,TransSharp
418.8998,22.15212,0,-0.298925,0.3174487,0,1.315435,5635.217,1.827115,0.999956,Straight,Down,0.01978234,-1.339943,TransSharp
418.9398,22.1623,0,-0.2732885,0.3174487,0,1.322592,5636.104,1.828233,0.9999463,Straight,Down,0,-1.356018,TransSharp
418.9799,22.17858,0,-0.2549779,0.3214161,0,1.329014,5636.99,1.827546,0.9999356,Straight,Down,0,-1.372124,TransSharp
419.0198,22.19499,0,-0.2366674,0.3214161,0,1.334509,5637.878,1.826207,0.9999238,Straight,Down,0.01978234,-1.388245,TransSharp
419.0598,22.21081,0,-0.2211034,0.3214161,0,1.339213,5638.766,1.824552,0.9999112,Straight,Down,0.01978234,-1.404388,TransSharp
419.0999,22.22629,0,-0.2018774,0.3214161,0,1.342853,5639.655,1.822998,0.9998975,Straight,Down,0.01978234,-1.42054,TransSharp
419.1399,22.24154,0,-0.1615924,0.3214161,0,1.345595,5640.544,1.821614,0.9998829,Straight,Down,0.01978234,-1.436699,TransSharp
419.1798,22.25669,0,-0.1139849,0.3214161,0,1.347209,5641.435,1.820508,0.9998673,Straight,Down,0,-1.452873,TransSharp
419.2198,22.27173,0,-0.02151489,0.3214161,0,1.347831,5642.325,1.819738,0.9998507,Straight,Down,0,-1.469055,TransSharp
419.2599,22.28676,0,0.07003784,0.3214161,0,1.347429,5643.217,1.819238,0.9998332,Straight,Down,0.01978234,-1.485245,TransSharp
419.2999,22.30182,0,0.1936376,0.3214161,0,1.346257,5644.108,1.818894,0.9998147,Straight,Down,0.01978234,-1.501442,TransSharp
419.3398,22.31688,0,0.3099096,0.3214161,0,1.344233,5645.001,1.818577,0.9997952,Straight,Down,0,-1.517654,TransSharp
419.3799,22.33199,0,0.3987193,0.3214161,0,1.341647,5645.894,1.818514,0.9997747,Straight,Down,0.01978234,-1.533882,TransSharp
