Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
359.8599,22.18249,0,0.08743286,0.3333181,0,-0.4204741,6443.671,1.898748,0.9999999,Right,Flat,0.2907402,-0.03914642,TransSharp
359.8999,22.18818,0,0.08743286,0.3333181,0,-0.4227332,6444.559,1.898626,0.9999989,Right,Flat,0.254109,-0.0193634,TransSharp
359.9399,22.19252,0,0.08743286,0.3333181,0,-0.4238984,6445.447,1.898897,0.999997,Right,Flat,0.1690205,0.002212524,TransSharp
359.9799,22.19708,0,0.08743286,0.3333181,0,-0.4238821,6446.334,1.899343,0.999994,Right,Flat,0.1690205,0.03038025,TransSharp
360.0199,22.20248,0,0.08743286,0.3333181,0,-0.4228159,6447.222,1.89986,0.9999901,Right,Flat,0.1690205,0.05857086,TransSharp
360.0599,22.20639,0,0.08743286,0.3333181,0,-0.4246781,6448.11,1.900167,0.9999852,Right,Flat,0.1643245,0.08677673,TransSharp
360.0999,22.21032,0,0.08834839,0.3372854,0,-0.4310852,6448.999,1.899716,0.9999794,Right,Flat,0.1356209,0.1149826,TransSharp
360.1399,22.2149,0,0.08926392,0.3412528,0,-0.4368839,6449.888,1.899277,0.9999726,Right,Flat,0.1341704,0.138298,TransSharp
360.1799,22.22068,0,0.08926392,0.3452201,0,-0.4418572,6450.776,1.899271,0.9999648,Right,Up,0.1356209,0.1615982,TransSharp
360.2199,22.22672,0,0.09292603,0.3491875,0,-0.4460625,6451.665,1.899447,0.999956,Right,Up,0.1356209,0.1848984,TransSharp
360.2599,22.2336,0,0.09292603,0.3571222,0,-0.4494851,6452.555,1.89967,0.9999463,Right,Up,0.1356209,0.2081985,TransSharp
360.2999,22.24226,0,0.09292603,0.3610895,0,-0.4522691,6453.444,1.899824,0.9999356,Right,Up,0.1119058,0.231514,TransSharp
360.3399,22.25247,0,0.09292603,0.3650568,0,-0.4542102,6454.334,1.900048,0.9999238,Right,Up,0.1083524,0.2507706,TransSharp
360.3799,22.26322,0,0.09292603,0.3690242,0,-0.4574311,6455.225,1.900453,0.9999112,Right,Up,0.1083524,0.2692642,TransSharp
360.4199,22.27404,0,0.09292603,0.3690242,0,-0.4678241,6456.115,1.899813,0.9998975,Right,Up,0.1083524,0.2877655,TransSharp
360.4599,22.28508,0,0.09292603,0.3690242,0,-0.4775364,6457.007,1.899333,0.9998829,Right,Up,0.1083524,0.3062744,TransSharp
360.4999,22.2967,0,0.09292603,0.3690242,0,-0.4868676,6457.898,1.899103,0.9998673,Right,Up,0.1083524,0.324791,TransSharp
360.5399,22.30731,0,0.09292603,0.3690242,0,-0.4955819,6458.791,1.899214,0.9998507,Right,Up,0.09691329,0.3433075,TransSharp
360.5799,22.31795,0,0.09292603,0.3690242,0,-0.5035901,6459.683,1.899483,0.9998332,Right,Up,0.08622923,0.3598557,TransSharp
360.6199,22.32861,0,0.09292603,0.3690242,0,-0.5112234,6460.576,1.899746,0.9998147,Right,Up,0.08622923,0.3740311,TransSharp
360.6599,22.33927,0,0.09292603,0.3690242,0,-0.5183396,6461.47,1.899915,0.9997952,Right,Up,0.08392937,0.3882141,TransSharp
360.6999,22.34994,0,0.09292603,0.3690242,0,-0.5249206,6462.363,1.90008,0.9997747,Right,Up,0.08622923,0.4023972,TransSharp
360.7399,22.36063,0,0.09292603,0.3729915,0,-0.5310858,6463.258,1.900239,0.9997533,Right,Up,0.08622923,0.4165878,TransSharp
360.7799,22.37244,0,0.1167297,0.3729915,0,-0.5369457,6464.152,1.900539,0.9997308,Right,Up,0.08622923,0.4307938,TransSharp
360.8199,22.38328,0,0.1780736,0.3729915,0,-0.5463182,6465.048,1.900641,0.9997075,Right,Up,0.08392937,0.4449997,TransSharp
360.8599,22.39391,0,0.289768,0.3729915,0,-0.5611207,6465.943,1.899861,0.9996831,Right,Up,0.07912937,0.4592209,TransSharp
360.8999,22.40469,0,0.3685069,0.3729915,0,-0.5754315,6466.839,1.899188,0.9996578,Right,Up,0.0656106,0.4721832,TransSharp
360.9399,22.41578,0,0.4344249,0.3729915,0,-0.5888956,6467.736,1.898864,0.9996315,Right,Up,0.06255726,0.4824753,TransSharp
360.9799,22.42615,0,0.4527354,0.3729915,0,-0.6015708,6468.633,1.898754,0.9996042,Right,Up,0.0656106,0.4927673,TransSharp
361.0199,22.43646,0,0.4463267,0.3769741,0,-0.613205,6469.53,1.898943,0.9995759,Right,Up,0.0656106,0.503067,TransSharp
361.0599,22.44728,0,0.4454112,0.3769741,0,-0.6240565,6470.428,1.899294,0.9995466,Right,Up,0.06255726,0.5133743,TransSharp
361.0999,22.45844,0,0.4335093,0.3769741,0,-0.6341285,6471.326,1.899588,0.9995165,Right,Up,0.0656106,0.5236816,TransSharp
361.1399,22.4696,0,0.4106212,0.3769741,0,-0.6434574,6472.225,1.899867,0.9994853,Right,Up,0.0656106,0.533989,TransSharp
361.1799,22.48071,0,0.3758311,0.3769741,0,-0.6520578,6473.124,1.900001,0.9994531,Right,Up,0.0656106,0.5443115,TransSharp
361.2199,22.49175,0,0.3456151,0.3769741,0,-0.6598469,6474.023,1.900079,0.99942,Right,Up,0.0656106,0.5546265,TransSharp
361.2599,22.50284,0,0.3154027,0.3769741,0,-0.6665171,6474.923,1.900358,0.999386,Right,Up,0.0656106,0.5649567,TransSharp
361.2999,22.51383,0,0.2980077,0.3769741,0,-0.6722487,6475.824,1.900557,0.9993508,Right,Up,0.05233916,0.5752869,TransSharp
361.3399,22.52475,0,0.2842748,0.3769741,0,-0.6768942,6476.725,1.900747,0.9993147,Straight,Up,0.04423466,0.583313,TransSharp
361.3799,22.53575,0,0.274204,0.3809415,0,-0.6805366,6477.626,1.900825,0.9992778,Straight,Up,0.04423466,0.5900116,TransSharp
361.4199,22.54759,0,0.2677953,0.3809415,0,-0.6848532,6478.528,1.901046,0.9992397,Straight,Up,0.04423466,0.5967102,TransSharp
361.4599,22.55853,0,0.2613866,0.3888762,0,-0.6968806,6479.43,1.900262,0.9992008,Straight,Up,0.04423466,0.6034164,TransSharp
