Time,Speed,WheelsOffRoad,SteeringAngle,ThrottlePos,BrakePos,LanePosition,DistanceTravelledm,CamHeightm,PropOfTotalHeight,RoadDirection,RoadSlope,RoadHeadingChange,RoadSlopeAngle,RoadAttribute
71.01997,24.15969,0,-0.3685051,0.5507744,0,-1.442868,502.7741,1.793449,0.9999999,Right,Up,0.1398823,0.5461731,TransSharp
71.05997,24.20643,0,-0.3685051,0.5546807,0,-1.420949,503.7419,1.794995,0.9999989,Right,Up,0.1506579,0.4859543,TransSharp
71.09998,24.25108,0,-0.3923088,0.5546807,0,-1.400008,504.7115,1.795029,0.999997,Right,Up,0.1506579,0.4217148,TransSharp
71.13998,24.30186,0,-0.4353404,0.5546807,0,-1.380143,505.6831,1.794351,0.999994,Right,Up,0.1506579,0.3573074,TransSharp
71.17998,24.35133,0,-0.4655528,0.5546807,0,-1.361532,506.6566,1.793379,0.9999901,Right,Up,0.1701742,0.2927551,TransSharp
71.21998,24.39561,0,-0.4838634,0.5546807,0,-1.343398,507.632,1.791431,0.9999852,Right,Up,0.1802258,0.2215805,TransSharp
71.25997,24.44785,0,-0.5360502,0.5546807,0,-1.324368,508.6095,1.792528,0.9999794,Right,Flat,0.1791368,0.1464539,TransSharp
71.29997,24.49628,0,-0.6056303,0.5234302,0,-1.298656,509.5888,1.792127,0.9999726,Right,Flat,0.08156469,0.07118988,TransSharp
71.33997,24.53447,0,-0.7328904,0.5117113,0,-1.273295,510.5699,1.791055,0.9999648,Left,Flat,-0.1619255,0.00994873,TransSharp
71.37997,24.57274,0,-0.845502,0.507805,0,-1.249374,511.5524,1.789268,0.999956,Left,Flat,-0.1619255,-0.01963043,TransSharp
71.41998,24.61364,0,-0.9105062,0.507805,0,-1.224667,512.5366,1.790748,0.9999463,Left,Flat,-0.1607126,-0.04925537,TransSharp
71.45998,24.65119,0,-0.9636068,0.4880751,0,-1.194881,513.5223,1.790786,0.9999356,Left,Flat,-0.1582588,-0.07891846,TransSharp
71.49998,24.68267,0,-0.9919882,0.464271,0,-1.166313,514.5093,1.790025,0.9999238,Left,Flat,-0.1582588,-0.1023712,TransSharp
71.53998,24.7118,0,-0.9929037,0.432517,0,-1.140347,515.4975,1.788962,0.9999112,Left,Flat,-0.1582588,-0.1252213,TransSharp
71.57997,24.73392,0,-0.9617758,0.4245823,0,-1.116577,516.4866,1.788909,0.9998975,Left,Flat,-0.1582588,-0.1480637,TransSharp
71.61997,24.75371,0,-0.9224081,0.4245823,0,-1.089064,517.4766,1.789796,0.9998829,Left,Down,-0.1312212,-0.1709137,TransSharp
71.65997,24.77102,0,-0.862897,0.4523537,0,-1.059388,518.4672,1.7899,0.9998673,Left,Down,-0.1297215,-0.1907883,TransSharp
71.69997,24.79482,0,-0.8198673,0.4563211,0,-1.031984,519.4587,1.789419,0.9998507,Left,Down,-0.1297215,-0.2104721,TransSharp
71.73997,24.82024,0,-0.7539475,0.4603037,0,-1.007673,520.4513,1.788811,0.9998332,Left,Down,-0.1297215,-0.2301559,TransSharp
71.77998,24.84516,0,-0.6321806,0.4603037,0,-0.9859322,521.4448,1.788032,0.9998147,Left,Down,-0.1251145,-0.249855,TransSharp
71.81998,24.87038,0,-0.5415434,0.464271,0,-0.9668365,522.4394,1.787815,0.9997952,Left,Down,-0.09691329,-0.2691879,TransSharp
71.85998,24.89758,0,-0.4289317,0.464271,0,-0.9490927,523.435,1.788885,0.9997747,Left,Down,-0.09691329,-0.2854309,TransSharp
71.89997,24.92453,0,-0.3639275,0.464271,0,-0.9238096,524.4317,1.789506,0.9997532,Left,Down,-0.09891172,-0.3016815,TransSharp
71.93997,24.9516,0,-0.2806127,0.464271,0,-0.9012119,525.4295,1.789449,0.9997308,Left,Down,-0.09691329,-0.3179398,TransSharp
71.97997,24.97964,0,-0.1789892,0.464271,0,-0.8818153,526.4284,1.78923,0.9997075,Left,Down,-0.09891172,-0.3342285,TransSharp
72.01997,25.0078,0,-0.06546199,0.4682384,0,-0.8655977,527.4285,1.788752,0.9996831,Left,Down,-0.09691329,-0.3505096,TransSharp
72.05997,25.03641,0,0.08926392,0.4682384,0,-0.8522215,528.4296,1.788232,0.9996578,Left,Down,-0.07401875,-0.3668137,TransSharp
72.09998,25.06559,0,0.2027929,0.4682384,0,-0.8418294,529.4319,1.787809,0.9996315,Left,Down,-0.05595291,-0.380722,TransSharp
72.13998,25.095,0,0.3273046,0.4682384,0,-0.8339549,530.4354,1.787443,0.9996042,Left,Down,-0.05595291,-0.3925171,TransSharp
72.17998,25.1246,0,0.4271007,0.4682384,0,-0.8286138,531.4401,1.787124,0.9995759,Left,Down,-0.05233916,-0.4043198,TransSharp
